teff,logg,M_H,en
4000,5.5,0.0,0.0
4100,2.5,0.0,0.0
4100,3.0,0.0,0.0
4100,3.5,0.0,0.0
4100,4.0,0.0,0.0
4100,4.5,0.0,0.0
4100,5.0,0.0,0.0
4100,5.5,0.0,0.0
4200,2.5,0.0,0.0
4200,3.0,0.0,0.0
4200,3.5,0.0,0.0
4200,4.0,0.0,0.0
4200,4.5,0.0,0.0
4200,5.0,0.0,0.0
4200,5.5,0.0,0.0
4300,2.5,0.0,0.0
4300,3.0,0.0,0.0
4300,3.5,0.0,0.0
4300,4.0,0.0,0.0
4300,4.5,0.0,0.0
4300,5.0,0.0,0.0
4300,5.5,0.0,0.0
4400,2.5,0.0,0.0
4400,3.0,0.0,0.0
4400,3.5,0.0,0.0
4400,4.0,0.0,0.0
4400,4.5,0.0,0.0
4400,5.0,0.0,0.0
4400,5.5,0.0,0.0
4500,2.5,0.0,0.0
4500,3.0,0.0,0.0
4500,3.5,0.0,0.0
4500,4.0,0.0,0.0
4500,4.5,0.0,0.0
4500,5.0,0.0,0.0
4500,5.5,0.0,0.0
4600,2.5,0.0,0.0
4600,3.0,0.0,0.0
4600,3.5,0.0,0.0
4600,4.0,0.0,0.0
4600,4.5,0.0,0.0
4600,5.0,0.0,0.0
4600,5.5,0.0,0.0
4700,2.5,0.0,0.0
4700,3.0,0.0,0.0
4700,3.5,0.0,0.0
4700,4.0,0.0,0.0
4700,4.5,0.0,0.0
4700,5.0,0.0,0.0
4700,5.5,0.0,0.0
4800,2.5,0.0,0.0
4800,3.0,0.0,0.0
4800,3.5,0.0,0.0
4800,4.0,0.0,0.0
4800,4.5,0.0,0.0
4800,5.0,0.0,0.0
4800,5.5,0.0,0.0
4900,2.5,0.0,0.0
4900,3.0,0.0,0.0
4900,3.5,0.0,0.0
4900,4.0,0.0,0.0
4900,4.5,0.0,0.0
4900,5.0,0.0,0.0
4900,5.5,0.0,0.0
5000,2.5,0.0,0.0
5000,3.0,0.0,0.0
5000,3.5,0.0,0.0
5000,4.0,0.0,0.0
5000,4.5,0.0,0.0
5000,5.0,0.0,0.0
5000,5.5,0.0,0.0
5100,2.5,0.0,0.0
5100,3.0,0.0,0.0
5100,3.5,0.0,0.0
5100,4.0,0.0,0.0
5100,4.5,0.0,0.0
5100,5.0,0.0,0.0
5100,5.5,0.0,0.0
5200,2.5,0.0,0.0
5200,3.0,0.0,0.0
5200,3.5,0.0,0.0
5200,4.0,0.0,0.0
5200,4.5,0.0,0.0
5200,5.0,0.0,0.0
5200,5.5,0.0,0.0
5300,2.5,0.0,0.0
5300,3.0,0.0,0.0
5300,3.5,0.0,0.0
5300,4.0,0.0,0.0
5300,4.5,0.0,0.0
5300,5.0,0.0,0.0
5300,5.5,0.0,0.0
5400,2.5,0.0,0.0
5400,3.0,0.0,0.0
5400,3.5,0.0,0.0
5400,4.0,0.0,0.0
5400,4.5,0.0,0.0
5400,5.0,0.0,0.0
5400,5.5,0.0,0.0
5500,2.5,0.0,0.0
5500,3.0,0.0,0.0
5500,3.5,0.0,0.0
5500,4.0,0.0,0.0
5500,4.5,0.0,0.0
5500,5.0,0.0,0.0
5500,5.5,0.0,0.0
5600,2.5,0.0,0.0
5600,3.0,0.0,0.0
5600,3.5,0.0,0.0
5600,4.0,0.0,0.0
5600,4.5,0.0,0.0
5600,5.0,0.0,0.0
5600,5.5,0.0,0.0
5700,2.5,0.0,0.0
5700,3.0,0.0,0.0
5700,3.5,0.0,0.0
5700,4.0,0.0,0.0
5700,4.5,0.0,0.0
5700,5.0,0.0,0.0
5700,5.5,0.0,0.0
5800,2.5,0.0,0.0
5800,3.0,0.0,0.0
5800,3.5,0.0,0.0
5800,4.0,0.0,0.0
5800,4.5,0.0,0.0
5800,5.0,0.0,0.0
5800,5.5,0.0,0.0
5900,2.5,0.0,0.0
5900,3.0,0.0,0.0
5900,3.5,0.0,0.0
5900,4.0,0.0,0.0
5900,4.5,0.0,0.0
5900,5.0,0.0,0.0
5900,5.5,0.0,0.0
6000,2.5,0.0,0.0
6000,3.0,0.0,0.0
6000,3.5,0.0,0.0
6000,4.0,0.0,0.0
6000,4.5,0.0,0.0
6000,5.0,0.0,0.0
6000,5.5,0.0,0.0
6100,2.5,0.0,0.0
6100,3.0,0.0,0.0
6100,3.5,0.0,0.0
6100,4.0,0.0,0.0
6100,4.5,0.0,0.0
6100,5.0,0.0,0.0
6100,5.5,0.0,0.0
6200,2.5,0.0,0.0
6200,3.0,0.0,0.0
6200,3.5,0.0,0.0
6200,4.0,0.0,0.0
6200,4.5,0.0,0.0
6200,5.0,0.0,0.0
6200,5.5,0.0,0.0
6300,2.5,0.0,0.0
6300,3.0,0.0,0.0
6300,3.5,0.0,0.0
6300,4.0,0.0,0.0
6300,4.5,0.0,0.0
6300,5.0,0.0,0.0
6300,5.5,0.0,0.0
6400,2.5,0.0,0.0
6400,3.0,0.0,0.0
6400,3.5,0.0,0.0
6400,4.0,0.0,0.0
6400,4.5,0.0,0.0
6400,5.0,0.0,0.0
6400,5.5,0.0,0.0
6500,2.5,0.0,0.0
6500,3.0,0.0,0.0
6500,3.5,0.0,0.0
6500,4.0,0.0,0.0
6500,4.5,0.0,0.0
6500,5.0,0.0,0.0
6500,5.5,0.0,0.0
6600,2.5,0.0,0.0
6600,3.0,0.0,0.0
6600,3.5,0.0,0.0
6600,4.0,0.0,0.0
6600,4.5,0.0,0.0
6600,5.0,0.0,0.0
6600,5.5,0.0,0.0
6700,2.5,0.0,0.0
6700,3.0,0.0,0.0
6700,3.5,0.0,0.0
6700,4.0,0.0,0.0
6700,4.5,0.0,0.0
6700,5.0,0.0,0.0
6700,5.5,0.0,0.0
6800,2.5,0.0,0.0
6800,3.0,0.0,0.0
6800,3.5,0.0,0.0
6800,4.0,0.0,0.0
6800,4.5,0.0,0.0
6800,5.0,0.0,0.0
6800,5.5,0.0,0.0
6900,2.5,0.0,0.0
6900,3.0,0.0,0.0
6900,3.5,0.0,0.0
6900,4.0,0.0,0.0
6900,4.5,0.0,0.0
6900,5.0,0.0,0.0
6900,5.5,0.0,0.0
7000,2.5,0.0,0.0
7000,3.0,0.0,0.0
7000,3.5,0.0,0.0
7000,4.0,0.0,0.0
7000,4.5,0.0,0.0
7000,5.0,0.0,0.0
7000,5.5,0.0,0.0
